policy_name,n_patients_completed,throughput_per_hour,avg_wait_time_min,std_wait_time_min,p50_wait_time_min,p95_wait_time_min,p99_wait_time_min,avg_emergency_tat_min,p95_emergency_tat_min,avg_total_tat_min,ct_utilization,mri_utilization,xray_utilization,avg_scanner_utilization,radiologist_workload_std,radiologist_workload_gini,avg_queue_length,max_queue_length,sim_duration_min
fifo,105,13.225,58.533511862838,62.5237152212339,28.914959572474174,195.1330020232639,230.40473562415318,99.62927609503745,219.91721651715608,104.42237507249449,0.41648693788221386,0.4606261737983143,0.2156075961176615,0.3370159495237685,1.2569244858452697,0.04484597760840379,13.662105263157894,31.1,480.0
priority,105,13.2375,39.07914244379099,46.82354422399827,22.96451814345784,136.04397742443385,231.3404962239118,77.00468494836991,137.93508788568565,83.27848699955483,0.41402573098617673,0.4575721168599056,0.2249455604466581,0.339667074273886,1.0728602453268195,0.03617970223504464,13.268421052631581,30.5,480.0
ppo,105,13.225,58.533511862838,62.5237152212339,28.914959572474174,195.1330020232639,230.40473562415318,99.62927609503745,219.91721651715608,104.42237507249449,0.41648693788221386,0.4606261737983143,0.2156075961176615,0.3370159495237685,1.2569244858452697,0.04484597760840379,13.662105263157894,31.1,480.0
