policy_name,n_patients_completed,throughput_per_hour,avg_wait_time_min,std_wait_time_min,p50_wait_time_min,p95_wait_time_min,p99_wait_time_min,avg_emergency_tat_min,p95_emergency_tat_min,avg_total_tat_min,ct_utilization,mri_utilization,xray_utilization,avg_scanner_utilization,radiologist_workload_std,radiologist_workload_gini,avg_queue_length,max_queue_length,sim_duration_min
fifo,30,3.775,21.77719753823653,19.761282463653096,11.999732495098163,60.41607874102702,79.1242010342096,70.96003410610827,89.06879912931608,76.91073686940568,0.17339886248276387,0.2476877815128085,0.029497103213766817,0.12595117370321957,2.026800286789866,0.21869769119278382,1.4378947368421051,3.8,480.0
priority,30,3.825,21.965961267636608,20.22240069771143,11.999732495098163,61.871686539644244,80.2522935007264,74.26160484415448,103.66407922079989,77.18570002130873,0.17339886248276387,0.2476877815128085,0.029497103213766817,0.12595117370321957,2.049900590257911,0.22028499278005453,1.4378947368421051,3.8,480.0
ppo,30,3.825,21.965961267636608,20.22240069771143,11.999732495098163,61.871686539644244,80.2522935007264,74.26160484415448,103.66407922079989,77.18570002130873,0.17339886248276387,0.2476877815128085,0.029497103213766817,0.12595117370321957,2.049900590257911,0.22028499278005453,1.4378947368421051,3.8,480.0
